Department,Department_Division,PCN,Position_Title,FLSA_Status,Initial_Hire_Date,Date_in_Title,Salary
PWD,PWD 611 Street Maintenance,B.002598.6     ,Maintenance Worker,Non Exempt,2018-08-30,2019-10-24,27575.6
PWD,PWD 611 Street Maintenance,B.000134,Maintenance Worker,Non Exempt,2018-05-10,2021-06-17,30362.8
PWD,PWD 611 Street Maintenance,B.000283.1     ,Planner/Estimator III,Exempt,1989-02-01,2012-12-01,70381.48
PWD,PWD 611 Street Maintenance,B.002137.1     ,Maintenance Supervisor,Non Exempt,1985-11-04,2007-07-16,62192.78
PWD,PWD 611 Street Maintenance,B.000702,Motor Equipment Operator II,Non Exempt,1989-05-30,2006-03-01,45796.66
PWD,PWD 611 Street Maintenance,B.001225.3     ,Maintenance Worker,Non Exempt,2014-12-07,2016-09-07,29759.6
PWD,PWD 611 Street Maintenance,B.004340.5     ,Maintenance Worker,Non Exempt,2015-01-07,2016-09-07,29759.6
PWD,PWD 611 Street Maintenance,B.002770.1     ,Assistant Superintendent,Exempt,2002-03-01,2010-04-01,75425.48
PWD,PWD 611 Street Maintenance,B.004359.1     ,Motor Equipment Operator III,Non Exempt,2002-09-01,2018-10-11,44834.4
PWD,PWD 611 Street Maintenance,B.003343.1     ,Assistant Superintendent,Exempt,1988-03-01,2004-02-01,70381.48
PWD,PWD 611 Street Maintenance,B.002233,Operations Superintendent,Exempt,1987-07-10,2018-04-26,85775.56
PWD,PWD 611 Street Maintenance,B.001502.5     ,Motor Equipment Operator I,Non Exempt,2015-09-07,2019-10-24,32486.74
PWD,PWD 611 Street Maintenance,B.000310,Motor Equipment Operator III,Non Exempt,1982-02-01,2008-01-01,56888
PWD,PWD 611 Street Maintenance,B.003206.3     ,Laborer,Non Exempt,2020-02-27,2020-02-27,25654.2
PWD,PWD 611 Street Maintenance,B.000304.1     ,Motor Equipment Operator I,Non Exempt,2015-02-07,2015-02-07,34525.14
PWD,PWD 611 Street Maintenance,B.003204.1     ,Maintenance Supervisor,Non Exempt,1989-06-07,2017-03-16,59738.38
PWD,PWD 611 Street Maintenance,B.001112.5     ,Maintenance Worker,Non Exempt,2016-09-07,2018-10-11,28428.4
PWD,PWD 611 Street Maintenance,B.000903,Motor Equipment Operator II,Non Exempt,2008-11-16,2017-08-31,38579.06
PWD,PWD 611 Street Maintenance,B.001986.1     ,Motor Equipment Operator I,Non Exempt,1989-02-01,2011-11-01,40993.94
PWD,PWD 611 Street Maintenance,B.004183.4     ,Motor Equipment Operator II,Non Exempt,2009-08-16,2019-04-25,39015.86
PWD,PWD 611 Street Maintenance,B.000324.1     ,Motor Equipment Operator III,Non Exempt,2005-11-01,2018-10-11,45292
PWD,PWD 611 Street Maintenance,B.001346.1     ,Motor Equipment Operator III,Non Exempt,2010-11-01,2017-04-27,43794.4
PWD,PWD 611 Street Maintenance,B.002502.1     ,Motor Equipment Operator II,Non Exempt,2017-09-14,2019-10-24,36249.46
PWD,PWD 611 Street Maintenance,B.002970,Motor Equipment Operator III,Non Exempt,1981-05-16,2013-10-16,48453.6
PWD,PWD 611 Street Maintenance,B.004322.1     ,Planner/Estimator II,Non Exempt,1975-06-16,2013-03-16,66299.48
PWD,PWD 611 Street Maintenance,B.002210.4     ,Motor Equipment Operator II,Non Exempt,2013-06-16,2019-10-24,37164.66
PWD,PWD 611 Street Maintenance,B.001505.1     ,Motor Equipment Operator II,Non Exempt,2003-10-01,2018-10-25,42947.06
PWD,PWD 611 Street Maintenance,B.002611,Motor Equipment Operator III,Non Exempt,1994-10-01,2017-10-12,52322.4
PWD,PWD 611 Street Maintenance,B.003400.1     ,Maintenance Supervisor,Non Exempt,2008-03-16,2018-10-11,56618.38
PWD,PWD 611 Street Maintenance,B.002051.3     ,Motor Equipment Operator II,Non Exempt,2019-09-12,2019-09-12,36249.46
PWD,PWD 611 Street Maintenance,B.003466.2     ,Motor Equipment Operator III,Non Exempt,2017-07-06,2018-08-02,41631.2
PWD,PWD 611 Street Maintenance,B.000018.1     ,Motor Equipment Operator II,Non Exempt,1986-05-16,2017-10-12,45692.66
PWD,PWD 611 Street Maintenance,B.000977,Motor Equipment Operator III,Non Exempt,2001-08-01,2018-08-02,43940
PWD,PWD 611 Street Maintenance,B.002877,Motor Equipment Operator III,Non Exempt,1988-03-01,1997-03-01,56888
PWD,PWD 611 Street Maintenance,B.001236.1     ,Motor Equipment Operator III,Non Exempt,2000-09-16,2019-01-03,45645.6
PWD,PWD 611 Street Maintenance,B.004815.2     ,Motor Equipment Operator I,Non Exempt,2013-06-16,2014-09-22,34566.74
PWD,PWD 611 Street Maintenance,B.004669,Motor Equipment Operator III,Non Exempt,1989-10-16,2013-10-16,49909.6
PWD,PWD 611 Street Maintenance,B.001982.4     ,Maintenance Worker,Non Exempt,2018-07-05,2018-07-05,27596.4
PWD,PWD 611 Street Maintenance,B.005241,Motor Equipment Operator III,Non Exempt,1986-07-01,2010-10-16,56888
PWD,PWD 611 Street Maintenance,B.004100.2     ,Maintenance Worker,Non Exempt,2015-08-07,2016-09-07,29634.8
PWD,PWD 611 Street Maintenance,B.001936.2     ,Laborer,Non Exempt,2009-03-01,2020-02-27,25654.2
PWD,PWD 611 Street Maintenance,B.004136.2     ,Motor Equipment Operator II,Non Exempt,2017-04-13,2021-06-03,36249.46
PWD,PWD 611 Street Maintenance,B.002748.1     ,Office Assistant II,Non Exempt,2002-10-01,2019-11-07,42660.02
PWD,PWD 611 Street Maintenance,B.001642.1     ,Maintenance Supervisor,Non Exempt,2001-11-16,2017-12-07,59655.18
PWD,PWD 611 Street Maintenance,B.001951.1     ,Planner/Estimator II,Non Exempt,1997-10-01,2016-10-22,60059.48
PWD,PWD 611 Street Maintenance,B.002425.3     ,Laborer,Non Exempt,2020-02-27,2020-02-27,25654.2
PWD,PWD 611 Street Maintenance,B.000143,Motor Equipment Operator II,Non Exempt,1989-07-19,2019-10-10,49395.06
PWD,PWD 611 Street Maintenance,B.000924.1     ,Maintenance Supervisor,Non Exempt,2006-03-01,2018-04-26,56618.38
PWD,PWD 611 Street Maintenance,B.002918.1     ,Maintenance Supervisor,Non Exempt,1976-06-17,2005-03-16,65977.6
PWD,PWD 611 Street Maintenance,B.002238.4     ,Maintenance Worker,Non Exempt,2017-05-11,2018-10-11,28324.4
PWD,PWD 612 Dredge Maintenance,B.003832,Mechanic III,Non Exempt,1992-10-16,1998-12-16,70001.88
PWD,PWD 612 Dredge Maintenance,B.005437.1     ,Motor Equipment Operator II,Non Exempt,2002-09-01,2017-10-12,51521.6
PWD,PWD 612 Dredge Maintenance,B.000426,Motor Equipment Operator III,Non Exempt,2011-10-16,2015-04-22,44356
PWD,PWD 612 Dredge Maintenance,B.004177.1     ,Assistant Superintendent,Exempt,2011-05-01,2020-01-30,60340.8
PWD,PWD 612 Dredge Maintenance,B.001672,Heavy Equipment Operator,Non Exempt,2000-05-22,2018-05-10,48323.6
PWD,PWD 612 Dredge Maintenance,B.003498,Heavy Equipment Operator,Non Exempt,2014-04-01,2016-04-07,48323.6
PWD,PWD 612 Dredge Maintenance,B.000142,Heavy Equipment Operator,Non Exempt,1996-07-01,2000-07-01,59555.6
PWD,PWD 612 Dredge Maintenance,B.001805.1     ,Motor Equipment Operator II,Non Exempt,2005-07-16,2014-09-22,40763.06
PWD,PWD 612 Dredge Maintenance,B.000889,Motor Equipment Operator II,Non Exempt,2020-12-03,2021-03-25,35152
PWD,PWD 612 Dredge Maintenance,B.002152.1     ,Motor Equipment Operator II,Non Exempt,2001-01-01,2015-09-07,45006.26
PWD,PWD 612 Dredge Maintenance,B.005435,Heavy Equipment Operator,Non Exempt,2002-10-12,2016-11-07,50528.4
PWD,PWD 612 Dredge Maintenance,B.005433,Motor Equipment Operator III,Non Exempt,2020-02-27,2020-02-27,40008.8
PWD,PWD 612 Dredge Maintenance,B.005438.1     ,Motor Equipment Operator III,Non Exempt,1998-04-01,2019-10-24,47871.2
PWD,PWD 612 Dredge Maintenance,B.005439,Motor Equipment Operator II,Non Exempt,2001-04-01,2020-12-31,37580.66
PWD,PWD 612 Dredge Maintenance,B.002096,Motor Equipment Operator III,Non Exempt,2015-11-07,2021-04-29,41516.8
PWD,PWD 614 Traffic Management Operations,B.000721,Traffic Signal Electronics Technician II,Non Exempt,2006-08-01,2014-04-16,61723.48
PWD,PWD 614 Traffic Management Operations,B.003130.1     ,Maintenance Supervisor,Non Exempt,2002-09-01,2013-08-16,60154.38
PWD,PWD 614 Traffic Management Operations,B.003456.2     ,Construction Inspector I,Non Exempt,2002-09-16,2019-11-07,47850.4
PWD,PWD 614 Traffic Management Operations,B.000897.3     ,Traffic Signal Electronics Technician I,Non Exempt,2016-05-22,2029-07-29,46072
PWD,PWD 614 Traffic Management Operations,B.001624,Construction Inspector II,Non Exempt,2017-08-31,2019-10-24,46384.78
PWD,PWD 614 Traffic Management Operations,B.006354.3     ,Traffic Signs and Markings Aide,Non Exempt,2014-02-16,2021-06-17,33401.94
PWD,PWD 614 Traffic Management Operations,B.004454,Traffic Signal Electronics Technician I,Non Exempt,2005-10-16,2018-07-19,48651.98
PWD,PWD 614 Traffic Management Operations,B.002932.1     ,Engineer II,Exempt,2005-05-01,2005-05-01,93663.96
PWD,PWD 614 Traffic Management Operations,B.003854.1     ,Assistant Superintendent,Exempt,1985-10-01,2018-09-27,79835.08
PWD,PWD 614 Traffic Management Operations,B.003588,Traffic Signal Electronics Technician II,Non Exempt,2014-06-22,2014-06-22,56232.28
PWD,PWD 614 Traffic Management Operations,B.000835.2     ,Engineer II,Exempt,2006-01-01,2006-01-01,85135.96
PWD,PWD 614 Traffic Management Operations,B.003900.2     ,Engineer V,Exempt,1995-03-01,2015-08-07,126403.42
PWD,PWD 614 Traffic Management Operations,B.000544.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,2019-08-29,2019-08-29,38074.4
PWD,PWD 614 Traffic Management Operations,B.002353.1     ,Planner/Estimator II,Non Exempt,1997-03-16,2017-08-17,53611.48
PWD,PWD 614 Traffic Management Operations,B.003363,Traffic Signal Electronics Technician I,Non Exempt,2019-02-28,2019-02-28,47487.18
PWD,PWD 614 Traffic Management Operations,B.002205.1     ,Traffic Signal Electronics Technician I,Non Exempt,1994-05-16,2016-06-22,61215.18
PWD,PWD 614 Traffic Management Operations,B.003355,Construction Inspector III,Non Exempt,2011-03-01,2016-06-22,58561.36
PWD,PWD 614 Traffic Management Operations,B.000320.1     ,Traffic Signs and Markings Aide,Non Exempt,2011-09-01,2020-03-12,31259.54
PWD,PWD 614 Traffic Management Operations,B.003829.1     ,Maintenance Supervisor,Non Exempt,2017-12-07,2020-11-19,50934.52
PWD,PWD 614 Traffic Management Operations,B.003479.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,2018-12-06,2018-12-06,38074.4
PWD,PWD 614 Traffic Management Operations,B.002950,Operations Superintendent,Exempt,1993-05-24,2014-06-22,85765.16
PWD,PWD 614 Traffic Management Operations,B.002784.1     ,Traffic Signal Electronics Technician I,Non Exempt,2017-04-27,2017-04-27,48423.18
PWD,PWD 614 Traffic Management Operations,B.001250.1     ,Traffic Signal Electronics Technician I,Non Exempt,2000-01-01,2017-11-09,56576.78
PWD,PWD 614 Traffic Management Operations,B.001676.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,2012-02-16,2013-04-16,42442.4
PWD,PWD 614 Traffic Management Operations,B.001835,Traffic Signal Electronics Technician I,Non Exempt,1982-07-08,2010-07-01,63523.98
PWD,PWD 614 Traffic Management Operations,B.000548.1     ,Traffic Technician II,Non Exempt,1983-04-11,2005-03-01,72820.8
PWD,PWD 614 Traffic Management Operations,B.000496.1     ,Engineer IV,Exempt,1989-02-16,1999-02-16,113579.18
PWD,PWD 614 Traffic Management Operations,B.003109,Traffic Signs and Markings Mechanic II,Non Exempt,1995-10-01,2005-04-01,50408.8
PWD,PWD 614 Traffic Management Operations,B.004286.1     ,Traffic Signal Electronics Supervisor,Non Exempt,1999-04-16,2004-04-16,72430.28
PWD,PWD 614 Traffic Management Operations,B.006078,Traffic Signal Electronics Technician II,Non Exempt,1987-06-01,2013-01-16,64926.68
PWD,PWD 614 Traffic Management Operations,B.006356.4     ,Traffic Signs and Markings Aide,Non Exempt,2018-07-19,2019-08-15,31259.54
PWD,PWD 614 Traffic Management Operations,B.003753,Traffic Signs and Markings Mechanic I,Non Exempt,2017-04-27,2018-11-08,38074.4
PWD,PWD 614 Traffic Management Operations,B.000735.2     ,Traffic Signs and Markings Mechanic I,Non Exempt,2018-04-26,2019-10-24,38074.4
PWD,PWD 614 Traffic Management Operations,B.002481.1     ,Traffic Signal Electronics Supervisor,Non Exempt,1999-04-01,2018-05-24,72451.08
PWD,PWD 616 Bridge Maintenance,B.002943.2     ,Motor Equipment Operator I,Non Exempt,2021-01-04,2021-03-11,30326.4
PWD,PWD 616 Bridge Maintenance,B.002564,Maintenance Mechanic II,Non Exempt,2017-09-14,2021-04-22,40279.2
PWD,PWD 616 Bridge Maintenance,B.002036.2     ,Maintenance Supervisor,Non Exempt,1997-10-16,2019-04-25,62130.38
PWD,PWD 618 Beach Operations Residential Beaches,B.003962.1     ,Motor Equipment Operator III,Non Exempt,1975-10-16,1993-12-01,56888
PWD,PWD 618 Beach Operations Residential Beaches,B.002033.2     ,Motor Equipment Operator II,Non Exempt,2009-02-16,2011-11-01,41158.26
PWD,PWD 618 Beach Operations Residential Beaches,B.003238.2     ,Motor Equipment Operator I,Non Exempt,2020-08-13,2020-08-13,31259.8
PWD,PWD 618 Beach Operations Residential Beaches,B.004516.1     ,Motor Equipment Operator II,Non Exempt,2005-02-02,2018-01-18,37934.26
PWD,PWD 619 Sandbridge Beach Operations,B.007342,Motor Equipment Operator III,Non Exempt,2013-10-16,2017-08-31,44044
PWD,PWD 625 TIP - Beach Operations,B.004517.1     ,Motor Equipment Operator III,Non Exempt,2010-11-16,2014-10-07,44252
PWD,PWD 625 TIP - Beach Operations,B.005734,Motor Equipment Operator II,Non Exempt,2006-03-16,2017-07-06,42031.86
PWD,PWD 625 TIP - Beach Operations,B.005730,Motor Equipment Operator III,Non Exempt,2012-05-01,2016-09-07,43004
PWD,PWD 625 TIP - Beach Operations,B.004011.1     ,Motor Equipment Operator III,Non Exempt,2012-05-01,2016-09-07,43004
PWD,PWD 625 TIP - Beach Operations,B.005732.1     ,Maintenance Supervisor,Non Exempt,1996-08-16,2019-05-09,56618.38
PWD,PWD 625 TIP - Beach Operations,B.005731.1     ,Motor Equipment Operator II,Non Exempt,2013-04-01,2019-08-01,36249.46
PWD,PWD 625 TIP - Beach Operations,B.000128.1     ,Motor Equipment Operator II,Non Exempt,2002-01-01,2010-08-16,44070.26
PWD,PWD 625 TIP - Beach Operations,B.003734.2     ,Assistant Superintendent,Exempt,2003-01-16,2018-12-06,70391.88
PWD,PWD 625 TIP - Beach Operations,B.007449,Motor Equipment Operator III,Non Exempt,2001-04-01,2018-08-16,52301.6
PWD,PWD 625 TIP - Beach Operations,B.005733.1     ,Motor Equipment Operator I,Non Exempt,2018-06-07,2021-01-04,30326.4
PWD,PWD 625 TIP - Beach Operations,B.000575.1     ,Motor Equipment Operator III,Non Exempt,1981-06-08,2004-09-01,56888
PWD,PWD 650 Building Maintenance Management and Support,B.003672,Account Clerk II,Non Exempt,2016-11-07,2018-11-22,34381.62
PWD,PWD 650 Building Maintenance Management and Support,B.007479,Construction Inspector II,Non Exempt,2011-01-01,2018-09-13,51376.78
PWD,PWD 650 Building Maintenance Management and Support,B.003244,Operations Coordinator,Exempt,2011-06-01,2015-07-07,85817.16
PWD,PWD 650 Building Maintenance Management and Support,B.002295,Building Maintenance Administrator,Exempt,1995-01-16,2009-03-01,109711.42
PWD,PWD 650 Building Maintenance Management and Support,B.004316,Account Clerk III,Non Exempt,2015-09-07,2018-08-30,39494.26
PWD,PWD 650 Building Maintenance Management and Support,B.003208,Storekeeper II,Non Exempt,1992-12-01,2017-12-21,39255.32
PWD,PWD 650 Building Maintenance Management and Support,B.003680,Office Supervisor,Non Exempt,2004-09-01,2015-02-22,53887.6
PWD,PWD 650 Building Maintenance Management and Support,B.003463.2     ,Public Works Facilities Engineer,Exempt,2015-07-07,2015-07-07,142812.8
PWD,PWD 650 Building Maintenance Management and Support,B.007317,Engineer III,Exempt,2017-10-12,2018-03-29,102745.24
PWD,PWD 650 Building Maintenance Management and Support,B.001240,Administrative Specialist II,Non Exempt,1979-05-16,2005-10-01,69305.6
PWD,PWD 650 Building Maintenance Management and Support,B.002348.2     ,Senior Engineer III,Exempt,2001-04-01,2019-11-21,112878.48
PWD,PWD 650 Building Maintenance Management and Support,B.000546.1     ,Storekeeper II,Non Exempt,2007-02-01,2007-02-01,46992.92
PWD,PWD 650 Building Maintenance Management and Support,B.002955,Storekeeper Supervisor,Non Exempt,2018-03-01,2021-06-17,48487.4
PWD,PWD 650 Building Maintenance Management and Support,B.000690,Account Clerk III,Non Exempt,2001-05-16,2019-09-12,44735.86
PWD,PWD 651 Electrical,B.004248,Maintenance Engineer/Building Systems,Non Exempt,1996-11-16,2008-02-16,84128.2
PWD,PWD 651 Electrical,B.007480,Electrician II,Non Exempt,2017-08-17,2018-08-16,44007.34
PWD,PWD 651 Electrical,B.003630,Maintenance Engineer I/Electrical,Non Exempt,2000-04-01,2006-07-01,60870.68
PWD,PWD 651 Electrical,B.003570,Electrician II,Non Exempt,2014-06-07,2014-06-07,45920.94
PWD,PWD 651 Electrical,B.004697,Electrician I,Non Exempt,2000-01-14,2007-08-16,40212.12
PWD,PWD 651 Electrical,B.002264,Maintenance Engineer I/Electrical,Non Exempt,2016-11-07,2018-08-16,52405.08
PWD,PWD 651 Electrical,B.003284,Fire Protection Engineer,Non Exempt,1986-05-01,2016-04-22,71083.48
PWD,PWD 651 Electrical,B.006003,Maintenance Engineer I/Electrical,Non Exempt,2004-05-01,2004-05-01,61265.88
PWD,PWD 651 Electrical,B.006002,Electrician II,Non Exempt,2003-07-01,2003-07-01,53866.54
PWD,PWD 651 Electrical,B.005151,Maintenance Engineer I/Electrical,Non Exempt,1994-12-01,1995-10-16,71041.88
PWD,PWD 651 Electrical,B.001565.1     ,Maintenance Engineer II,Non Exempt,1994-12-01,2009-07-01,78067.08
PWD,PWD 651 Electrical,B.000891,Electrician II,Non Exempt,2018-09-13,2018-09-13,43008.94
PWD,PWD 651 Electrical,B.005669,Electrician II,Non Exempt,1998-11-16,2003-07-01,54698.54
PWD,PWD 651 Electrical,B.006361,Electrician II,Non Exempt,2018-08-30,2018-08-30,43008.94
PWD,PWD 652 Heat and Air Conditioning,B.000390,Heating and Air Conditioning Technician II,Non Exempt,2020-04-09,2020-04-09,44163.6
PWD,PWD 652 Heat and Air Conditioning,B.003074,Maintenance Engineer/Building Systems,Non Exempt,1994-11-01,1998-06-16,84427.2
PWD,PWD 652 Heat and Air Conditioning,B.000296.1     ,Heating and Air Conditioning Technician II,Non Exempt,2010-12-16,2018-03-01,47262.8
PWD,PWD 652 Heat and Air Conditioning,B.000597,Heating and Air Conditioning Technician II,Non Exempt,2019-03-14,2019-03-14,45203.6
PWD,PWD 652 Heat and Air Conditioning,B.007536,Maintenance Engineer II,Non Exempt,1995-10-16,2019-09-12,78337.48
PWD,PWD 652 Heat and Air Conditioning,B.005152,Maintenance Engineer I/Heating and A/C,Non Exempt,2017-07-20,2017-07-20,53814.02
PWD,PWD 652 Heat and Air Conditioning,B.001332,Heating and Air Conditioning Technician II,Non Exempt,2020-12-03,2020-12-03,42827.2
PWD,PWD 652 Heat and Air Conditioning,B.002272,Heating and Air Conditioning Technician II,Non Exempt,1995-03-16,1995-03-16,62613.2
PWD,PWD 652 Heat and Air Conditioning,B.004506.2     ,Maintenance Engineer I/Heating and A/C,Non Exempt,1994-10-16,1998-09-16,68977.22
PWD,PWD 652 Heat and Air Conditioning,B.000808,Heating and Air Conditioning Technician II,Non Exempt,2020-01-16,2020-01-16,44163.6
PWD,PWD 652 Heat and Air Conditioning,B.002699,Heating and Air Conditioning Technician II,Non Exempt,2020-04-09,2020-04-09,44163.6
PWD,PWD 652 Heat and Air Conditioning,B.004847,Heating and Air Conditioning Technician II,Non Exempt,2019-07-04,2019-07-04,44163.6
PWD,PWD 652 Heat and Air Conditioning,B.001493,Heating and Air Conditioning Technician II,Non Exempt,1983-06-16,2008-08-16,61302.8
